Dataset	ScanNumber	AGC	Ion Injection Time (ms)	Scan Event	Master Index	Elapsed Scan Time (sec)	Charge State	Monoisotopic M/Z	MS2 Isolation Width	FT Analyzer Settings	FT Analyzer Message	FT Resolution	Conversion Parameter B	Conversion Parameter C	Collision Mode	Scan Filter Text	Source Voltage (kV)	Source Current (uA)	Source Temp (°C)
367029	91	Predicted	1000.000	6	1	1.36	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=18eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 428.89@hcd45.00 [100.00-2000.00]	2.21	0.77	159.91
367029	92	Predicted	1000.000	7	1	1.36	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=13eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 323.02@hcd45.00 [100.00-1950.00]	2.21	0.76	159.94
367029	93	Predicted	1000.000	8	1	1.36	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=14eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 329.01@hcd45.00 [100.00-1985.00]	2.21	0.75	159.91
367029	94	Predicted	1000.000	9	1	1.36	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=18eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 434.88@hcd45.00 [100.00-2000.00]	2.21	0.75	159.91
367029	95	Predicted	1000.000	10	1	1.36	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=19eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 441.30@hcd45.00 [100.00-2000.00]	2.21	0.76	159.97
367029	96	On	123.537	1	0	0.68	1	371.1015	0	T=1e6 PvR=2e4 iWf	MCal=9h RF=2300V TmpDiff	30000	47492158.701	2215654.654		FTMS + p NSI Full ms [300.00-1800.00]	2.21	0.76	159.97
367029	97	Predicted	1000.000	2	1	1.43	2	610.1846	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=42eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 610.18@hcd45.00 [100.00-1235.00]	2.21	0.77	160.27
367029	98	Predicted	1000.000	3	1	1.36	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=16eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 392.76@hcd45.00 [100.00-2000.00]	2.21	0.77	160.27
367029	99	Predicted	1000.000	4	1	1.36	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=16eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 391.75@hcd45.00 [100.00-2000.00]	2.21	0.78	160.03
367029	100	Predicted	1000.000	5	1	1.37	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=37eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 878.67@hcd45.00 [100.00-2000.00]	2.21	0.78	160.03
367029	101	Predicted	1000.000	6	1	1.36	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=14eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 332.80@hcd45.00 [100.00-2000.00]	2.21	0.77	159.94
367029	102	Predicted	1000.000	7	1	1.37	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=30eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 711.64@hcd45.00 [100.00-2000.00]	2.21	0.79	159.94
367029	103	On	109.081	1	0	0.67	1	371.1014	0	T=1e6 PvR=2e4 iWf	MCal=9h RF=2300V TmpDiff	30000	47492158.701	2215654.654		FTMS + p NSI Full ms [300.00-1800.00]	2.21	0.79	159.94
367029	104	Predicted	1000.000	2	1	1.43	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=17eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 415.04@hcd45.00 [100.00-2000.00]	2.21	0.75	160.00
367029	105	Predicted	1000.000	3	1	1.36	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=17eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 413.27@hcd45.00 [100.00-2000.00]	2.21	0.75	160.00
367029	106	Predicted	1000.000	4	1	1.36	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=16eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 371.32@hcd45.00 [100.00-2000.00]	2.21	0.76	159.94
367029	107	Predicted	1000.000	5	1	1.36	2	385.2351	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=27eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 385.74@hcd45.00 [100.00-785.00]	2.21	0.76	159.94
367029	108	Predicted	1000.000	6	1	1.36	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=13eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 313.82@hcd45.00 [100.00-1895.00]	2.21	0.75	160.00
367029	109	Predicted	1000.000	7	1	1.36	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=19eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 447.35@hcd45.00 [100.00-2000.00]	2.21	0.76	160.12
367029	110	Predicted	1000.000	8	1	1.36	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=15eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 349.24@hcd45.00 [100.00-2000.00]	2.21	0.76	160.12
367029	111	Predicted	1000.000	9	1	1.36	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=14eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 339.76@hcd45.00 [100.00-2000.00]	2.21	0.74	159.79
367029	112	Predicted	1000.000	10	1	1.35	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=13eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 302.01@hcd45.00 [100.00-1825.00]	2.21	0.74	159.79
367029	113	Predicted	1000.000	11	1	1.36	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=13eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 301.14@hcd45.00 [100.00-1820.00]	2.21	0.77	159.97
367029	114	On	115.250	1	0	0.67	1	371.1014	0	T=1e6 PvR=2e4 iWf	MCal=9h RF=2300V TmpDiff	30000	47492158.701	2215654.654		FTMS + p NSI Full ms [300.00-1800.00]	2.21	0.75	159.91
367029	115	Predicted	1000.000	2	1	1.43	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=14eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 327.08@hcd45.00 [100.00-1975.00]	2.21	0.75	159.91
367029	116	Predicted	1000.000	3	1	1.36	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=14eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 343.28@hcd45.00 [100.00-2000.00]	2.21	0.75	159.91
367029	117	Predicted	1000.000	4	1	1.36	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=15eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 369.12@hcd45.00 [100.00-2000.00]	2.21	0.78	160.09
367029	118	Predicted	1000.000	5	1	1.36	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=15eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 360.03@hcd45.00 [100.00-2000.00]	2.21	0.75	159.97
367029	119	On	111.700	1	0	0.67	1	371.1017	0	T=1e6 PvR=2e4 iWf	MCal=9h RF=2300V TmpDiff	30000	47492158.701	2215654.654		FTMS + p NSI Full ms [300.00-1800.00]	2.21	0.75	159.97
367029	120	Predicted	1000.000	2	1	1.43	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=15eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 352.24@hcd45.00 [100.00-2000.00]	2.21	0.75	159.97
367029	121	Predicted	1000.000	3	1	1.36	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=14eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 339.04@hcd45.00 [100.00-2000.00]	2.21	0.78	159.94
367029	122	Predicted	1000.000	4	1	1.36	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=31eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 718.68@hcd45.00 [100.00-2000.00]	2.21	0.72	159.97
367029	123	Predicted	1000.000	5	1	1.37	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=41eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 951.62@hcd45.00 [100.00-2000.00]	2.21	0.72	159.97
367029	124	On	129.551	1	0	0.69	1	371.1016	0	T=1e6 PvR=2e4 iWf	MCal=9h RF=2300V TmpDiff	30000	47492158.701	2215654.654		FTMS + p NSI Full ms [300.00-1800.00]	2.21	0.77	159.97
367029	125	Predicted	1000.000	2	1	1.42	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=13eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 305.05@hcd45.00 [100.00-1845.00]	2.21	0.77	159.97
367029	126	Predicted	1000.000	3	1	1.36	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=14eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 346.79@hcd45.00 [100.00-2000.00]	2.21	0.77	159.94
367029	127	Predicted	1000.000	4	1	1.36	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=18eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 433.89@hcd45.00 [100.00-2000.00]	2.21	0.77	159.94
367029	128	Predicted	1000.000	5	1	1.36	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=13eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 316.80@hcd45.00 [100.00-1915.00]	2.21	0.75	160.09
367029	129	Predicted	1000.000	6	1	1.37	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=32eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 749.70@hcd45.00 [100.00-2000.00]	2.21	0.76	160.03
367029	130	On	123.685	1	0	0.68	1	371.1017	0	T=1e6 PvR=2e4 iWf	MCal=9h RF=2300V TmpDiff	30000	47492158.701	2215654.654		FTMS + p NSI Full ms [300.00-1800.00]	2.21	0.76	160.03
367029	131	Predicted	1000.000	2	1	1.43	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=18eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 430.89@hcd45.00 [100.00-2000.00]	2.21	0.77	160.06
367029	132	Predicted	1000.000	3	1	1.36	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=17eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 399.25@hcd45.00 [100.00-2000.00]	2.21	0.77	160.06
367029	133	Predicted	1000.000	4	1	1.36	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=14eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 324.99@hcd45.00 [100.00-1960.00]	2.21	0.76	159.94
