Dataset	ScanNumber	AGC	Ion Injection Time (ms)	Scan Event	Master Index	Elapsed Scan Time (sec)	Charge State	Monoisotopic M/Z	MS2 Isolation Width	FT Analyzer Settings	FT Analyzer Message	FT Resolution	Conversion Parameter B	Conversion Parameter C	Collision Mode	Scan Filter Text	Source Voltage (kV)	Source Current (uA)	Source Temp (°C)
367029	6222	Predicted	24.536	7	1	0.39	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=27eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 628.34@hcd45.00 [100.00-2000.00]	2.21	0.56	160.06
367029	6223	Predicted	1.987	8	1	0.37	3	552.3137	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=30eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 553.65@hcd45.00 [100.00-1675.00]	2.21	0.56	160.06
367029	6224	Predicted	36.097	9	1	0.40	2	435.7222	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=30eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 435.72@hcd45.00 [100.00-885.00]	2.21	0.56	160.06
367029	6225	Predicted	9.626	10	1	0.37	4	439.5097	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=20eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 440.01@hcd45.00 [100.00-1775.00]	2.21	0.56	160.06
367029	6226	Predicted	33.697	11	1	0.40	2	669.8320	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=47eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 669.83@hcd45.00 [100.00-1350.00]	2.21	0.56	160.06
367029	6227	On	0.381	1	0	0.55	2	530.2929	0	T=1e6 PvR=2e4 iWf	MCal=9h RF=2300V TmpDiff	30000	47492158.701	2215654.654		FTMS + p NSI Full ms [300.00-1800.00]	2.21	0.57	159.94
367029	6228	Predicted	0.702	2	1	0.31	3	688.3580	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=38eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 689.03@hcd45.00 [100.00-2000.00]	2.21	0.57	159.94
367029	6229	Predicted	6.142	3	1	0.37	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=20eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 482.27@hcd45.00 [100.00-2000.00]	2.21	0.57	159.94
367029	6230	Predicted	34.332	4	1	0.40	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=33eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 777.42@hcd45.00 [100.00-2000.00]	2.21	0.57	159.94
367029	6231	Predicted	26.899	5	1	0.40	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=38eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 886.47@hcd45.00 [100.00-2000.00]	2.21	0.57	159.94
367029	6232	Predicted	17.882	6	1	0.38	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=21eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 494.27@hcd45.00 [100.00-2000.00]	2.21	0.57	159.94
367029	6233	Predicted	5.505	7	1	0.37	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=18eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 426.25@hcd45.00 [100.00-2000.00]	2.21	0.57	159.94
367029	6234	Predicted	6.042	8	1	0.37	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=25eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 594.55@hcd45.00 [100.00-2000.00]	2.21	0.57	159.94
367029	6235	Predicted	4.099	9	1	0.37	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=18eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 417.25@hcd45.00 [100.00-2000.00]	2.21	0.57	160.09
367029	6236	Predicted	74.296	10	1	0.44	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=32eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 744.35@hcd45.00 [100.00-2000.00]	2.21	0.57	160.09
367029	6237	Predicted	55.304	11	1	0.43	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=37eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 873.48@hcd45.00 [100.00-2000.00]	2.21	0.57	160.09
367029	6238	On	0.398	1	0	0.55	2	760.3777	0	T=1e6 PvR=2e4 iWf	MCal=9h RF=2300V TmpDiff	30000	47492158.701	2215654.654		FTMS + p NSI Full ms [300.00-1800.00]	2.21	0.57	160.09
367029	6239	Predicted	6.956	2	1	0.34	2	913.5408	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=64eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 913.54@hcd45.00 [100.00-1840.00]	2.21	0.57	160.09
367029	6240	Predicted	9.482	3	1	0.38	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=22eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 513.25@hcd45.00 [100.00-2000.00]	2.21	0.57	160.09
367029	6241	Predicted	20.373	4	1	0.38	2	392.7558	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=27eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 392.76@hcd45.00 [100.00-800.00]	2.21	0.57	160.09
367029	6242	Predicted	7.935	5	1	0.37	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=27eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 633.82@hcd45.00 [100.00-2000.00]	2.21	0.55	159.91
367029	6243	Predicted	30.631	6	1	0.40	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=32eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 742.46@hcd45.00 [100.00-2000.00]	2.21	0.55	159.91
367029	6244	Predicted	10.244	7	1	0.37	3	488.9325	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=27eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 489.26@hcd45.00 [100.00-1480.00]	2.21	0.55	159.91
367029	6245	Predicted	19.194	8	1	0.39	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=27eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 631.82@hcd45.00 [100.00-2000.00]	2.21	0.55	159.91
367029	6246	Predicted	21.505	9	1	0.39	2	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=40eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 581.31@hcd45.00 [100.00-1175.00]	2.21	0.55	159.91
367029	6247	Predicted	20.455	10	1	0.38	2	353.7105	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=24eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 353.71@hcd45.00 [100.00-720.00]	2.21	0.55	159.91
367029	6248	Predicted	19.110	11	1	0.39	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=65eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 1519.75@hcd45.00 [100.00-2000.00]	2.21	0.55	159.91
367029	6249	On	0.364	1	0	0.55	2	760.3786	0	T=1e6 PvR=2e4 iWf	MCal=9h RF=2300V TmpDiff	30000	47492158.701	2215654.654		FTMS + p NSI Full ms [300.00-1800.00]	2.21	0.55	159.91
367029	6250	Predicted	2.938	2	1	0.32	2	479.7825	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=33eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 479.78@hcd45.00 [100.00-970.00]	2.21	0.55	160.00
367029	6251	Predicted	4.036	3	1	0.37	2	569.7986	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=40eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 570.30@hcd45.00 [100.00-1155.00]	2.21	0.55	160.00
367029	6252	Predicted	6.641	4	1	0.39	3	380.2004	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=21eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 380.20@hcd45.00 [100.00-1155.00]	2.21	0.55	160.00
367029	6253	Predicted	6.250	5	1	0.35	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=22eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 512.02@hcd45.00 [100.00-2000.00]	2.21	0.55	160.00
367029	6254	Predicted	15.179	6	1	0.38	3	450.8946	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=25eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 450.89@hcd45.00 [100.00-1365.00]	2.21	0.55	160.00
367029	6255	Predicted	8.066	7	1	0.38	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=31eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 732.89@hcd45.00 [100.00-2000.00]	2.21	0.55	160.00
367029	6256	Predicted	17.105	8	1	0.39	2	685.3535	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=48eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 685.35@hcd45.00 [100.00-1385.00]	2.21	0.55	160.00
367029	6257	Predicted	25.798	9	1	0.39	2	526.2747	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=36eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 526.27@hcd45.00 [100.00-1065.00]	2.21	0.55	160.00
367029	6258	Predicted	16.999	10	1	0.38	2	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=39eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 557.32@hcd45.00 [100.00-1125.00]	2.21	0.55	160.00
367029	6259	Predicted	1.200	11	1	0.37	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=22eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 529.59@hcd45.00 [100.00-2000.00]	2.21	0.55	160.00
367029	6260	On	0.373	1	0	0.55	3	688.3637	0	T=1e6 PvR=2e4 iWf	MCal=9h RF=2300V TmpDiff	30000	47492158.701	2215654.654		FTMS + p NSI Full ms [300.00-1800.00]	2.21	0.53	160.03
367029	6261	Predicted	6.284	2	1	0.32	2	586.3235	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=41eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 586.32@hcd45.00 [100.00-1185.00]	2.21	0.53	160.03
367029	6262	Predicted	12.177	3	1	0.38	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=31eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 720.44@hcd45.00 [100.00-2000.00]	2.21	0.53	160.03
367029	6263	Predicted	11.029	4	1	0.38	2	675.8381	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=47eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 675.84@hcd45.00 [100.00-1365.00]	2.21	0.53	160.03
367029	6264	Predicted	15.558	5	1	0.38	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=31eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 718.40@hcd45.00 [100.00-2000.00]	2.21	0.53	160.03
367029	6265	Predicted	8.320	6	1	0.38	3	715.6924	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=39eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 716.03@hcd45.00 [100.00-2000.00]	2.21	0.53	160.03
367029	6266	Predicted	14.512	7	1	0.38	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=30eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 706.41@hcd45.00 [100.00-2000.00]	2.21	0.53	160.03
367029	6267	Predicted	8.581	8	1	0.37	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=17eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 401.29@hcd45.00 [100.00-2000.00]	2.21	0.53	160.03
367029	6268	Predicted	5.901	9	1	0.37	3	602.9921	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=33eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 605.31@hcd45.00 [100.00-1830.00]	2.21	0.53	160.03
367029	6269	Predicted	11.810	10	1	0.38	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=20eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 477.55@hcd45.00 [100.00-2000.00]	2.21	0.55	160.27
367029	6270	Predicted	7.723	11	1	0.38	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=23eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 545.31@hcd45.00 [100.00-2000.00]	2.21	0.55	160.27
367029	6271	On	0.323	1	0	0.55	3	688.3639	0	T=1e6 PvR=2e4 iWf	MCal=9h RF=2300V TmpDiff	30000	47492158.701	2215654.654		FTMS + p NSI Full ms [300.00-1800.00]	2.21	0.55	160.27
367029	6272	Predicted	7.891	2	1	0.32	2	326.6779	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=22eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 326.68@hcd45.00 [100.00-665.00]	2.21	0.55	160.27
367029	6273	Predicted	7.759	3	1	0.37	2	468.2458	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=32eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 468.25@hcd45.00 [100.00-950.00]	2.21	0.55	160.27
367029	6274	Predicted	18.015	4	1	0.38	2	384.7533	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=27eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 384.75@hcd45.00 [100.00-780.00]	2.21	0.55	160.27
367029	6275	Predicted	6.995	5	1	0.37	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=20eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 475.84@hcd45.00 [100.00-2000.00]	2.21	0.55	160.27
367029	6276	Predicted	24.144	6	1	0.39	2	577.3117	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=40eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 577.31@hcd45.00 [100.00-1165.00]	2.21	0.55	160.27
367029	6277	Predicted	15.926	7	1	0.39	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=43eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 1015.55@hcd45.00 [100.00-2000.00]	2.21	0.56	159.91
367029	6278	Predicted	25.118	8	1	0.40	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=14eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 324.71@hcd45.00 [100.00-1960.00]	2.21	0.56	159.91
367029	6279	Predicted	1.508	9	1	0.36	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=26eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 608.81@hcd45.00 [100.00-2000.00]	2.21	0.56	159.91
367029	6280	Predicted	11.621	10	1	0.38	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=15eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 360.72@hcd45.00 [100.00-2000.00]	2.21	0.56	159.91
367029	6281	Predicted	17.236	11	1	0.38	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=15eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 359.23@hcd45.00 [100.00-2000.00]	2.21	0.56	159.91
367029	6282	On	0.340	1	0	0.55	3	688.3637	0	T=1e6 PvR=2e4 iWf	MCal=9h RF=2300V TmpDiff	30000	47492158.701	2215654.654		FTMS + p NSI Full ms [300.00-1800.00]	2.21	0.56	159.91
367029	6283	Predicted	0.317	2	1	0.31	3	602.9916	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=33eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 603.33@hcd45.00 [100.00-1820.00]	2.21	0.56	159.91
367029	6284	Predicted	3.318	3	1	0.37	2	550.2694	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=38eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 550.27@hcd45.00 [100.00-1115.00]	2.21	0.56	159.91
367029	6285	Predicted	10.123	4	1	0.38	2	488.2690	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=34eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 488.27@hcd45.00 [100.00-990.00]	2.21	0.57	159.88
367029	6286	Predicted	2.782	5	1	0.37	2	903.9835	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=63eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 905.99@hcd45.00 [100.00-1825.00]	2.21	0.57	159.88
367029	6287	Predicted	16.061	6	1	0.39	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=41eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 966.45@hcd45.00 [100.00-2000.00]	2.21	0.57	159.88
367029	6288	Predicted	13.715	7	1	0.38	3	644.0019	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=35eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 644.34@hcd45.00 [100.00-1945.00]	2.21	0.57	159.88
367029	6289	Predicted	19.255	8	1	0.38	3	376.2087	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=20eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 376.21@hcd45.00 [100.00-1140.00]	2.21	0.57	159.88
367029	6290	Predicted	25.074	9	1	0.39	2	696.3867	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=48eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 696.39@hcd45.00 [100.00-1405.00]	2.21	0.57	159.88
367029	6291	Predicted	16.118	10	1	0.38	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=14eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 346.70@hcd45.00 [100.00-2000.00]	2.21	0.57	159.88
367029	6292	Predicted	25.205	11	1	0.39	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=30eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 713.86@hcd45.00 [100.00-2000.00]	2.21	0.57	159.88
367029	6293	On	0.382	1	0	0.55	3	688.3633	0	T=1e6 PvR=2e4 iWf	MCal=9h RF=2300V TmpDiff	30000	47492158.701	2215654.654		FTMS + p NSI Full ms [300.00-1800.00]	2.21	0.57	159.88
367029	6294	Predicted	0.993	2	1	0.31	2	903.9830	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=63eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 903.98@hcd45.00 [100.00-1820.00]	2.21	0.58	160.06
367029	6295	Predicted	15.835	3	1	0.38	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=21eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 505.28@hcd45.00 [100.00-2000.00]	2.21	0.58	160.06
367029	6296	Predicted	29.609	4	1	0.40	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=33eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 768.50@hcd45.00 [100.00-2000.00]	2.21	0.58	160.06
367029	6297	Predicted	11.472	5	1	0.38	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=23eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 537.27@hcd45.00 [100.00-2000.00]	2.21	0.58	160.06
367029	6298	Predicted	16.131	6	1	0.39	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=41eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 965.50@hcd45.00 [100.00-2000.00]	2.21	0.58	160.06
367029	6299	Predicted	29.143	7	1	0.40	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=25eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 584.38@hcd45.00 [100.00-2000.00]	2.21	0.58	160.06
367029	6300	Predicted	24.984	8	1	0.40	2	803.9247	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=56eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 803.92@hcd45.00 [100.00-1620.00]	2.21	0.58	160.06
367029	6301	Predicted	31.825	9	1	0.40	2	1014.9810	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=71eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 1014.98@hcd45.00 [100.00-2000.00]	2.21	0.58	160.06
367029	6302	Predicted	19.678	10	1	0.39	2	590.8166	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=41eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 590.82@hcd45.00 [100.00-1195.00]	2.21	0.58	160.06
367029	6303	Predicted	5.046	11	1	0.37	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=23eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 552.98@hcd45.00 [100.00-2000.00]	2.21	0.57	159.73
367029	6304	On	0.377	1	0	0.55	3	688.3633	0	T=1e6 PvR=2e4 iWf	MCal=9h RF=2300V TmpDiff	30000	47492158.701	2215654.654		FTMS + p NSI Full ms [300.00-1800.00]	2.21	0.57	159.73
367029	6305	Predicted	1.386	2	1	0.31	2	620.8263	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=43eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 620.83@hcd45.00 [100.00-1255.00]	2.21	0.57	159.73
367029	6306	Predicted	5.467	3	1	0.37	2	524.2692	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=36eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 524.27@hcd45.00 [100.00-1060.00]	2.21	0.57	159.73
367029	6307	Predicted	8.682	4	1	0.38	2	929.9486	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=65eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 930.45@hcd45.00 [100.00-1875.00]	2.21	0.57	159.73
367029	6308	Predicted	11.086	5	1	0.38	3	596.9877	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=33eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 597.32@hcd45.00 [100.00-1805.00]	2.21	0.57	159.73
367029	6309	Predicted	11.226	6	1	0.38	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=22eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 522.80@hcd45.00 [100.00-2000.00]	2.21	0.57	159.73
367029	6310	Predicted	32.023	7	1	0.40	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=19eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 446.26@hcd45.00 [100.00-2000.00]	2.21	0.57	159.73
367029	6311	Predicted	20.139	8	1	0.38	2	762.8602	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=53eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 762.86@hcd45.00 [100.00-1540.00]	2.21	0.55	160.12
367029	6312	Predicted	27.805	9	1	0.39	4	329.9412	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=15eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 329.94@hcd45.00 [100.00-1330.00]	2.21	0.55	160.12
367029	6313	Predicted	30.359	10	1	0.40	2	840.9406	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=59eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 840.94@hcd45.00 [100.00-1695.00]	2.21	0.55	160.12
367029	6314	Predicted	12.899	11	1	0.38	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=19eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 449.72@hcd45.00 [100.00-2000.00]	2.21	0.55	160.12
367029	6315	On	0.374	1	0	0.55	3	688.3636	0	T=1e6 PvR=2e4 iWf	MCal=9h RF=2300V TmpDiff	30000	47492158.701	2215654.654		FTMS + p NSI Full ms [300.00-1800.00]	2.21	0.55	160.12
367029	6316	Predicted	4.524	2	1	0.31	3	423.5633	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=23eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 423.56@hcd45.00 [100.00-1285.00]	2.21	0.55	160.12
367029	6317	Predicted	17.465	3	1	0.39	2	774.3783	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=54eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 774.88@hcd45.00 [100.00-1560.00]	2.21	0.55	160.12
367029	6318	Predicted	13.468	4	1	0.37	2	367.7256	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=25eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 367.73@hcd45.00 [100.00-750.00]	2.21	0.55	160.12
367029	6319	Predicted	12.699	5	1	0.38	0	0	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=23eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 535.76@hcd45.00 [100.00-2000.00]	2.21	0.58	160.06
367029	6320	Predicted	24.909	6	1	0.39	3	431.5780	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=24eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 431.58@hcd45.00 [100.00-1305.00]	2.21	0.58	160.06
367029	6321	Predicted	33.536	7	1	0.40	2	397.6971	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=27eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 397.70@hcd45.00 [100.00-810.00]	2.21	0.58	160.06
367029	6322	Predicted	49.505	8	1	0.42	2	652.3491	2.5	T=5e4 iWf	MCal=9h RF=1180V HCD=45eV TmpDiff	7500	47492380.243	2215675.326	hcd	FTMS + c NSI d Full ms2 654.33@hcd45.00 [100.00-1320.00]	2.21	0.58	160.06
