Dataset	ScanNumber	ScanTime	ScanType	TotalIonIntensity	BasePeakIntensity	BasePeakMZ	BasePeakSignalToNoiseRatio	IonCount	IonCountRaw	ScanTypeName
367029	1	0.0076	1	626580	76324	371.1012	200	4946	4946	HMS
367029	2	0.0153	2	14725	3847.6	359.0291	112.3	9	35	HCD-HMSn
367029	3	0.0363	2	3139.7	2180.9	149.0236	61.15	3	24	HCD-HMSn
367029	4	0.0561	2	6183.2	3581.2	413.2669	92.64	7	35	HCD-HMSn
367029	5	0.0758	2	7519.2	1860.2	210.9504	47.1	14	46	HCD-HMSn
367029	6	0.0957	2	32864	20771	355.0706	451.4	18	55	HCD-HMSn
367029	7	0.1154	2	4511.7	1307.8	199.0732	40.04	7	35	HCD-HMSn
367029	8	0.1353	2	8989.6	2125.9	327.0784	60.65	11	41	HCD-HMSn
367029	9	0.1550	2	18710	8540.8	356.0713	215.2	10	33	HCD-HMSn
367029	10	0.1749	2	4190.8	1075.2	361.0263	29.63	9	31	HCD-HMSn
367029	11	0.1947	2	3371	1335.9	323.0195	36.14	5	38	HCD-HMSn
367029	12	0.2162	1	560300	61343	371.1018	242.5	6758	6758	HMS
367029	13	0.2252	2	2063.8	331.58	389.7548	9.113	7	36	HCD-HMSn
367029	14	0.2460	2	1777.6	733.85	301.1416	19.91	2	24	HCD-HMSn
367029	15	0.2658	2	3491.8	1893.4	385.2354	53.47	3	33	HCD-HMSn
367029	16	0.2856	2	936.26	101.8	271.0467	3.062	1	25	HCD-HMSn
367029	17	0.3055	2	663.33	63.686	313.3087	1.913	0	18	HCD-HMSn
367029	18	0.3252	2	2326.1	493.92	369.1262	14.3	5	35	HCD-HMSn
367029	19	0.3451	2	1419.1	218.43	176.9891	6.343	3	30	HCD-HMSn
367029	20	0.3648	2	1204.5	265.12	334.8109	7.431	1	26	HCD-HMSn
367029	21	0.3845	2	743.33	41.493	1590.5619	1.278	0	22	HCD-HMSn
367029	22	0.4044	2	1436.4	416.51	352.239	13.05	3	22	HCD-HMSn
367029	23	0.4260	1	583216	65170	371.1016	209.2	5895	5895	HMS
367029	24	0.4344	2	2364.9	497.35	361.0268	13.82	5	33	HCD-HMSn
367029	25	0.4552	2	4332.5	2675.4	379.2824	77.86	3	30	HCD-HMSn
367029	26	0.4751	2	1573.1	323.13	174.9921	9.245	4	29	HCD-HMSn
367029	27	0.4947	2	1897.6	621.38	429.0888	17.74	6	24	HCD-HMSn
367029	28	0.5169	1	631393	70414	371.1016	257.1	6407	6407	HMS
367029	29	0.5256	2	19858	9671.9	228.9999	279.9	11	44	HCD-HMSn
367029	30	0.5463	2	947.16	43.844	1633.0548	1.311	0	27	HCD-HMSn
367029	31	0.5662	2	1797.4	814.73	441.298	25.45	2	25	HCD-HMSn
367029	32	0.5860	2	5536.1	922.54	210.9505	21.67	12	41	HCD-HMSn
367029	33	0.6058	2	1326.3	194.28	359.0656	5.697	3	31	HCD-HMSn
367029	34	0.6275	1	547777	69245	371.1014	212.6	5806	5806	HMS
367029	35	0.6378	1	547848	68941	371.1017	201.7	5397	5397	HMS
367029	36	0.6460	2	941.38	40.592	440.7254	1.344	0	29	HCD-HMSn
367029	37	0.6690	1	541741	66827	371.1015	213.4	5733	5733	HMS
367029	38	0.6773	2	708.76	36.29	1881.187	1.228	0	22	HCD-HMSn
367029	39	0.6983	2	1449.8	438.7	339.0395	12.54	3	25	HCD-HMSn
367029	40	0.7200	1	522319	64323	371.1018	227.8	6178	6178	HMS
367029	41	0.7307	1	563702	68792	371.1017	216.9	5922	5922	HMS
367029	42	0.7388	2	809.19	42.094	1880.6105	1.292	0	24	HCD-HMSn
367029	43	0.7598	2	749.29	41.853	751.3784	1.348	0	22	HCD-HMSn
367029	44	0.7796	2	830.11	80.965	299.0611	2.517	2	22	HCD-HMSn
367029	45	0.7994	2	466.84	39.904	183.074	1.294	0	14	HCD-HMSn
367029	46	0.8213	1	613776	78244	371.1019	263.5	6201	6201	HMS
367029	47	0.8298	2	4310.7	2854.9	149.0236	79.75	2	34	HCD-HMSn
367029	48	0.8507	2	10984	2010.1	208.9535	51.19	15	33	HCD-HMSn
367029	49	0.8707	2	2383.6	665.53	358.0687	17.82	3	31	HCD-HMSn
367029	50	0.8903	2	4952.9	1442.2	199.0733	42.2	8	37	HCD-HMSn
367029	51	0.9102	2	9021.9	2288.4	327.0786	61.15	11	35	HCD-HMSn
367029	52	0.9299	2	20524	9469.3	356.0708	266.2	10	39	HCD-HMSn
