Dataset	ScanNumber	AGC	Micro Scan Count	Ion Injection Time (ms)	Scan Event	Master Index	Elapsed Scan Time (sec)	Charge State	Monoisotopic M/Z	MS2 Isolation Width	FT Analyzer Settings	FT Analyzer Message	FT Resolution	Conversion Parameter B	Conversion Parameter C	Collision Mode	Scan Filter Text	Source Voltage (kV)	Source Current (uA)	Source Temp (°C)
323682	810	Predicted	4	7.687	7	1	0.48	0	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 1217.60@cid35.00 [325.00-2000.00]	1.81	0.61	160.06
323682	811	Predicted	4	3.184	8	1	0.45	0	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 566.32@cid35.00 [145.00-1710.00]	1.81	0.61	160.06
323682	812	Predicted	4	3.547	9	1	0.39	2	594.2971	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 594.30@cid35.00 [150.00-1200.00]	1.81	0.65	159.97
323682	813	Predicted	4	2.901	10	1	0.37	2	496.7623	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 496.76@cid35.00 [125.00-1005.00]	1.81	0.65	159.97
323682	814	Predicted	4	3.866	11	1	0.47	0	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 623.34@cid35.00 [160.00-1885.00]	1.81	0.65	159.97
323682	815	On	3	0.835	1	0	2.57	2	609.3017	0	T=1e6 PvR=2e4 iWf	MCal=3d RF=2300V	60000	47511719.987	-5072958.789		FTMS + p NSI Full ms [400.00-2000.00]	1.81	0.65	159.97
323682	816	Predicted	4	0.732	2	1	0.36	2	493.7541	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 493.75@cid35.00 [125.00-1000.00]	1.81	0.61	159.97
323682	817	Predicted	4	0.881	3	1	0.47	3	750.6668	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 751.00@cid35.00 [195.00-2000.00]	1.82	0.70	159.76
323682	818	Predicted	4	3.168	4	1	0.34	1	905.5048	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 905.50@cid35.00 [235.00-920.00]	1.82	0.70	159.76
323682	819	Predicted	4	4.681	5	1	0.34	1	784.3745	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 786.46@cid35.00 [205.00-800.00]	1.82	0.70	159.76
323682	820	Predicted	4	3.042	6	1	0.40	2	641.3576	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 641.36@cid35.00 [165.00-1295.00]	1.82	0.70	159.76
323682	821	Predicted	4	9.009	7	1	0.36	1	832.4502	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 832.45@cid35.00 [215.00-845.00]	1.82	0.70	159.76
323682	822	Predicted	4	2.549	8	1	0.42	0	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 472.35@cid35.00 [120.00-1430.00]	1.81	0.65	159.82
323682	823	Predicted	4	4.311	9	1	0.40	2	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 647.36@cid35.00 [165.00-1305.00]	1.81	0.65	159.82
323682	824	Predicted	4	2.330	10	1	0.36	2	475.2655	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 475.27@cid35.00 [120.00-965.00]	1.81	0.65	159.82
323682	825	Predicted	4	2.437	11	1	0.46	3	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 603.00@cid35.00 [155.00-1820.00]	1.81	0.65	159.82
323682	826	On	3	0.819	1	0	2.57	2	609.3017	0	T=1e6 PvR=2e4 iWf	MCal=3d RF=2300V	60000	47511719.987	-5072958.789		FTMS + p NSI Full ms [400.00-2000.00]	1.81	0.65	159.82
323682	827	Predicted	4	0.980	2	1	0.46	0	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 582.29@cid35.00 [150.00-1760.00]	1.81	0.64	160.00
323682	828	Predicted	4	1.611	3	1	0.37	2	563.8311	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 563.83@cid35.00 [145.00-1140.00]	1.81	0.64	160.00
323682	829	Predicted	4	1.945	4	1	0.40	3	427.9064	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 427.91@cid35.00 [105.00-1295.00]	1.81	0.64	160.00
323682	830	Predicted	4	3.515	5	1	0.40	2	664.3631	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 664.36@cid35.00 [170.00-1340.00]	1.81	0.64	160.00
323682	831	Predicted	4	3.493	6	1	0.48	0	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 714.44@cid35.00 [185.00-2000.00]	1.81	0.64	160.00
323682	832	Predicted	4	6.261	7	1	0.49	0	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 703.38@cid35.00 [180.00-2000.00]	1.81	0.64	160.21
323682	833	Predicted	4	6.088	8	1	0.48	0	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 614.29@cid35.00 [155.00-1855.00]	1.81	0.64	160.21
323682	834	Predicted	4	10.794	9	1	0.39	1	1047.4896	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 1047.49@cid35.00 [275.00-1060.00]	1.81	0.64	160.21
323682	835	Predicted	4	3.201	10	1	0.35	2	433.7388	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 433.74@cid35.00 [105.00-880.00]	1.81	0.64	160.21
323682	836	Predicted	4	5.571	11	1	0.47	0	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 599.37@cid35.00 [155.00-1810.00]	1.81	0.73	160.03
323682	837	On	3	0.790	1	0	2.57	2	609.3017	0	T=1e6 PvR=2e4 iWf	MCal=3d RF=2300V	60000	47511719.987	-5072958.789		FTMS + p NSI Full ms [400.00-2000.00]	1.81	0.73	160.03
323682	838	Predicted	4	0.289	2	1	0.35	2	453.2565	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 453.26@cid35.00 [110.00-920.00]	1.81	0.63	160.03
323682	839	Predicted	4	0.975	3	1	0.39	2	660.3436	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 660.34@cid35.00 [170.00-1335.00]	1.81	0.63	160.03
323682	840	Predicted	4	2.192	4	1	0.44	3	535.9636	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 535.96@cid35.00 [135.00-1620.00]	1.81	0.63	160.03
323682	841	Predicted	4	2.431	5	1	0.37	2	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 547.29@cid35.00 [140.00-1105.00]	1.81	0.63	160.03
323682	842	Predicted	4	3.541	6	1	0.39	2	578.3210	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 578.32@cid35.00 [145.00-1170.00]	1.81	0.66	159.88
323682	843	Predicted	4	8.047	7	1	0.35	1	763.4312	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 764.43@cid35.00 [200.00-775.00]	1.81	0.66	159.88
323682	844	Predicted	4	3.624	8	1	0.35	2	405.2007	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 405.20@cid35.00 [100.00-825.00]	1.81	0.66	159.88
323682	845	Predicted	4	1.752	9	1	0.47	0	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 701.38@cid35.00 [180.00-2000.00]	1.81	0.66	159.88
323682	846	Predicted	4	4.284	10	1	0.47	0	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 1154.99@cid35.00 [305.00-2000.00]	1.82	0.65	160.24
323682	847	Predicted	4	3.691	11	1	0.32	1	624.3693	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 626.37@cid35.00 [160.00-640.00]	1.82	0.65	160.24
323682	848	On	3	0.767	1	0	2.57	2	609.3020	0	T=1e6 PvR=2e4 iWf	MCal=3d RF=2300V	60000	47511719.987	-5072958.789		FTMS + p NSI Full ms [400.00-2000.00]	1.82	0.65	160.24
323682	849	Predicted	4	1.570	2	1	0.44	0	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 546.29@cid35.00 [140.00-1650.00]	1.81	0.61	160.06
323682	850	Predicted	4	3.432	3	1	0.33	1	763.4315	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 763.43@cid35.00 [200.00-775.00]	1.81	0.61	160.06
323682	851	Predicted	4	1.349	4	1	0.43	0	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 530.29@cid35.00 [135.00-1605.00]	1.81	0.61	160.06
323682	852	Predicted	4	1.716	5	1	0.43	0	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 529.26@cid35.00 [135.00-1600.00]	1.81	0.61	160.33
323682	853	Predicted	4	3.470	6	1	0.47	0	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 616.37@cid35.00 [155.00-1860.00]	1.81	0.61	160.33
323682	854	Predicted	4	2.618	7	1	0.40	2	671.3371	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 671.34@cid35.00 [170.00-1355.00]	1.81	0.61	160.33
323682	855	Predicted	4	2.984	8	1	0.41	0	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 463.28@cid35.00 [115.00-1400.00]	1.81	0.61	160.33
323682	856	Predicted	4	5.457	9	1	0.43	2	767.9116	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 767.91@cid35.00 [200.00-1550.00]	1.81	0.65	160.00
323682	857	Predicted	4	6.245	10	1	0.49	0	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 887.47@cid35.00 [230.00-2000.00]	1.81	0.65	160.00
323682	858	Predicted	4	5.365	11	1	0.49	0	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 728.43@cid35.00 [190.00-2000.00]	1.81	0.65	160.00
323682	859	On	3	0.826	1	0	2.57	2	609.3018	0	T=1e6 PvR=2e4 iWf	MCal=3d RF=2300V	60000	47511719.987	-5072958.789		FTMS + p NSI Full ms [400.00-2000.00]	1.81	0.65	160.00
323682	860	Predicted	4	0.342	2	1	0.40	3	464.9131	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 464.91@cid35.00 [115.00-1405.00]	1.81	0.62	160.18
323682	861	Predicted	4	1.123	3	1	0.42	2	807.3740	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 807.37@cid35.00 [210.00-1625.00]	1.81	0.62	160.03
323682	862	Predicted	4	1.116	4	1	0.40	2	717.3690	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 717.37@cid35.00 [185.00-1445.00]	1.81	0.62	160.03
323682	863	Predicted	4	4.928	5	1	0.35	1	893.4703	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 893.47@cid35.00 [235.00-905.00]	1.81	0.62	160.03
323682	864	Predicted	4	0.970	6	1	0.40	0	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 443.28@cid35.00 [110.00-1340.00]	1.81	0.62	160.03
323682	865	Predicted	4	6.734	7	1	0.36	1	916.4573	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 916.46@cid35.00 [240.00-930.00]	1.81	0.62	160.03
323682	866	Predicted	4	3.436	8	1	0.44	0	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 527.32@cid35.00 [135.00-1595.00]	1.81	0.66	160.06
323682	867	Predicted	4	2.629	9	1	0.38	2	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 558.32@cid35.00 [140.00-1130.00]	1.81	0.66	160.06
323682	868	Predicted	4	3.627	10	1	0.38	2	560.8079	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 560.81@cid35.00 [140.00-1135.00]	1.81	0.66	160.06
323682	869	Predicted	4	4.860	11	1	0.47	2	1125.4962	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 1126.00@cid35.00 [300.00-2000.00]	1.81	0.66	160.06
323682	870	On	3	0.844	1	0	2.57	2	609.3018	0	T=1e6 PvR=2e4 iWf	MCal=3d RF=2300V	60000	47511719.987	-5072958.789		FTMS + p NSI Full ms [400.00-2000.00]	1.81	0.66	160.06
323682	871	Predicted	4	0.223	2	1	0.38	2	609.3019	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 609.30@cid35.00 [155.00-1230.00]	1.81	0.65	159.97
323682	872	Predicted	4	0.542	3	1	0.36	2	538.2907	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 538.29@cid35.00 [135.00-1090.00]	1.81	0.65	159.97
323682	873	Predicted	4	3.266	4	1	0.48	0	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 745.38@cid35.00 [195.00-2000.00]	1.81	0.65	159.97
323682	874	Predicted	4	4.552	5	1	0.41	2	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 653.35@cid35.00 [165.00-1320.00]	1.81	0.65	159.97
323682	875	Predicted	4	1.630	6	1	0.38	2	575.8323	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 575.83@cid35.00 [145.00-1165.00]	1.81	0.65	159.97
323682	876	Predicted	4	2.353	7	1	0.40	3	423.5397	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 423.54@cid35.00 [105.00-1285.00]	1.81	0.65	159.79
323682	877	Predicted	4	6.638	8	1	0.49	0	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 795.42@cid35.00 [205.00-2000.00]	1.81	0.65	159.79
323682	878	Predicted	4	3.204	9	1	0.37	2	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 506.30@cid35.00 [125.00-1025.00]	1.81	0.65	159.79
323682	879	Predicted	4	2.126	10	1	0.47	0	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 651.32@cid35.00 [165.00-1965.00]	1.81	0.65	159.79
323682	880	Predicted	4	4.166	11	1	0.36	2	468.7591	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 468.76@cid35.00 [115.00-950.00]	1.81	0.67	160.03
323682	881	On	3	0.836	1	0	2.57	2	609.3019	0	T=1e6 PvR=2e4 iWf	MCal=3d RF=2300V	60000	47511719.987	-5072958.789		FTMS + p NSI Full ms [400.00-2000.00]	1.81	0.67	160.03
323682	882	Predicted	4	1.364	2	1	0.40	2	696.8625	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 696.86@cid35.00 [180.00-1405.00]	1.81	0.66	159.91
323682	883	Predicted	4	1.425	3	1	0.39	2	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 646.35@cid35.00 [165.00-1305.00]	1.81	0.66	159.91
323682	884	Predicted	4	1.710	4	1	0.38	2	601.3410	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 601.34@cid35.00 [155.00-1215.00]	1.81	0.66	159.91
323682	885	Predicted	4	3.434	5	1	0.41	2	710.8734	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 710.87@cid35.00 [185.00-1435.00]	1.81	0.66	159.91
323682	886	Predicted	4	2.706	6	1	0.35	2	430.7328	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 430.73@cid35.00 [105.00-875.00]	1.81	0.62	160.12
323682	887	Predicted	4	1.533	7	1	0.39	2	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 645.36@cid35.00 [165.00-1305.00]	1.81	0.62	160.12
323682	888	Predicted	4	9.320	8	1	0.50	0	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 885.55@cid35.00 [230.00-2000.00]	1.81	0.62	160.12
323682	889	Predicted	4	4.292	9	1	0.40	2	633.3335	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 633.33@cid35.00 [160.00-1280.00]	1.81	0.62	160.12
323682	890	Predicted	4	3.761	10	1	0.41	2	664.3583	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 666.39@cid35.00 [170.00-1345.00]	1.81	0.62	159.88
323682	891	Predicted	4	3.138	11	1	0.38	2	571.8402	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 572.35@cid35.00 [145.00-1155.00]	1.81	0.62	159.88
323682	892	On	3	0.832	1	0	2.57	2	609.3017	0	T=1e6 PvR=2e4 iWf	MCal=3d RF=2300V	60000	47511719.987	-5072958.789		FTMS + p NSI Full ms [400.00-2000.00]	1.81	0.62	159.88
323682	893	Predicted	4	2.398	2	1	0.47	0	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 650.31@cid35.00 [165.00-1965.00]	1.81	0.65	159.94
323682	894	Predicted	4	1.523	3	1	0.40	2	688.8874	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 688.89@cid35.00 [175.00-1390.00]	1.81	0.65	159.94
323682	895	Predicted	4	10.631	4	1	0.37	1	888.4158	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 889.42@cid35.00 [230.00-900.00]	1.81	0.63	159.91
323682	896	Predicted	4	2.908	5	1	0.48	3	678.0443	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 678.38@cid35.00 [175.00-2000.00]	1.81	0.63	159.91
323682	897	Predicted	4	2.970	6	1	0.43	0	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 505.28@cid35.00 [125.00-1530.00]	1.81	0.63	159.91
323682	898	Predicted	4	5.139	7	1	0.40	2	629.3532	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 629.35@cid35.00 [160.00-1270.00]	1.81	0.63	159.91
323682	899	Predicted	4	3.559	8	1	0.43	0	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 504.28@cid35.00 [125.00-1525.00]	1.81	0.63	159.91
323682	900	Predicted	4	4.441	9	1	0.37	2	471.2915	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 471.29@cid35.00 [115.00-955.00]	1.81	0.62	160.00
323682	901	Predicted	4	3.131	10	1	0.39	2	592.2988	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 592.30@cid35.00 [150.00-1195.00]	1.81	0.62	160.00
323682	902	Predicted	4	3.887	11	1	0.46	0	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 584.32@cid35.00 [150.00-1765.00]	1.81	0.62	160.00
323682	903	On	3	0.831	1	0	2.57	2	609.3017	0	T=1e6 PvR=2e4 iWf	MCal=3d RF=2300V	60000	47511719.987	-5072958.789		FTMS + p NSI Full ms [400.00-2000.00]	1.81	0.62	160.00
323682	904	Predicted	4	1.974	2	1	0.31	1	624.3693	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 625.37@cid35.00 [160.00-640.00]	1.81	0.62	160.09
323682	905	Predicted	4	2.299	3	1	0.47	0	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 793.41@cid35.00 [205.00-2000.00]	1.81	0.62	160.09
323682	906	Predicted	4	4.381	4	1	0.48	0	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 744.36@cid35.00 [190.00-2000.00]	1.82	0.65	159.97
323682	907	Predicted	4	2.691	5	1	0.36	2	479.2686	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 479.27@cid35.00 [120.00-970.00]	1.82	0.65	159.97
323682	908	Predicted	4	2.388	6	1	0.38	2	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 568.30@cid35.00 [145.00-1150.00]	1.82	0.65	159.97
323682	909	Predicted	4	12.385	7	1	0.38	1	925.5457	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 925.55@cid35.00 [240.00-940.00]	1.82	0.65	159.97
323682	910	Predicted	4	3.937	8	1	0.39	2	586.3210	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 586.32@cid35.00 [150.00-1185.00]	1.81	0.64	160.00
323682	911	Predicted	4	1.442	9	1	0.40	0	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 445.26@cid35.00 [110.00-1350.00]	1.81	0.64	160.00
323682	912	Predicted	4	3.571	10	1	0.36	2	455.7365	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 455.74@cid35.00 [115.00-925.00]	1.81	0.64	160.00
323682	913	Predicted	4	2.046	11	1	0.45	0	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 574.81@cid35.00 [145.00-1735.00]	1.81	0.64	160.00
323682	914	On	3	0.835	1	0	2.57	2	609.3018	0	T=1e6 PvR=2e4 iWf	MCal=3d RF=2300V	60000	47511719.987	-5072958.789		FTMS + p NSI Full ms [400.00-2000.00]	1.81	0.64	160.00
323682	915	Predicted	4	0.776	2	1	0.31	1	624.3695	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 624.37@cid35.00 [160.00-635.00]	1.81	0.62	160.24
323682	916	Predicted	4	2.196	3	1	0.48	3	700.7155	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 700.72@cid35.00 [180.00-2000.00]	1.81	0.62	160.24
323682	917	Predicted	4	1.697	4	1	0.35	2	459.7726	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 459.77@cid35.00 [115.00-930.00]	1.81	0.62	160.24
323682	918	Predicted	4	11.057	5	1	0.49	0	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 1217.60@cid35.00 [325.00-2000.00]	1.81	0.62	160.24
323682	919	Predicted	4	12.235	6	1	0.39	1	1075.5713	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 1075.57@cid35.00 [285.00-1090.00]	1.81	0.62	160.24
323682	920	Predicted	4	8.341	7	1	0.37	1	962.4917	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 962.49@cid35.00 [250.00-975.00]	1.81	0.62	159.94
323682	921	Predicted	4	3.203	8	1	0.38	2	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 567.32@cid35.00 [145.00-1145.00]	1.81	0.62	159.94
323682	922	Predicted	4	4.421	9	1	0.42	2	737.3766	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 737.38@cid35.00 [190.00-1485.00]	1.81	0.62	159.94
323682	923	Predicted	4	3.795	10	1	0.46	0	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 594.35@cid35.00 [150.00-1795.00]	1.81	0.62	159.94
323682	924	Predicted	4	1.653	11	1	0.43	0	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 540.25@cid35.00 [135.00-1635.00]	1.81	0.62	159.94
323682	925	On	3	0.809	1	0	2.57	2	538.2905	0	T=1e6 PvR=2e4 iWf	MCal=3d RF=2300V	60000	47511719.987	-5072958.789		FTMS + p NSI Full ms [400.00-2000.00]	1.81	0.65	159.76
323682	926	Predicted	4	0.911	2	1	0.42	0	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 493.28@cid35.00 [125.00-1490.00]	1.81	0.62	159.97
323682	927	Predicted	4	0.866	3	1	0.47	3	750.6671	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 751.00@cid35.00 [195.00-2000.00]	1.81	0.62	159.97
323682	928	Predicted	4	3.565	4	1	0.48	0	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 905.51@cid35.00 [235.00-2000.00]	1.81	0.62	159.97
323682	929	Predicted	4	3.033	5	1	0.40	2	641.3589	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 641.36@cid35.00 [165.00-1295.00]	1.81	0.62	159.97
323682	930	Predicted	4	2.530	6	1	0.36	2	497.2516	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 497.25@cid35.00 [125.00-1005.00]	1.81	0.64	159.67
323682	931	Predicted	4	3.866	7	1	0.41	0	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 442.26@cid35.00 [110.00-1340.00]	1.81	0.64	159.67
323682	932	Predicted	4	4.353	8	1	0.37	2	475.2650	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 475.26@cid35.00 [120.00-965.00]	1.81	0.64	159.67
323682	933	Predicted	4	5.139	9	1	0.43	0	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 495.28@cid35.00 [125.00-1500.00]	1.81	0.64	159.67
323682	934	Predicted	4	6.450	10	1	0.49	0	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 727.38@cid35.00 [190.00-2000.00]	1.82	0.65	160.00
323682	935	Predicted	4	3.916	11	1	0.48	3	770.3263	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 770.66@cid35.00 [200.00-2000.00]	1.82	0.65	160.00
323682	936	On	3	0.836	1	0	2.57	2	538.2903	0	T=1e6 PvR=2e4 iWf	MCal=3d RF=2300V	60000	47511719.987	-5072958.789		FTMS + p NSI Full ms [400.00-2000.00]	1.82	0.65	160.00
323682	937	Predicted	4	1.184	2	1	0.45	0	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 582.29@cid35.00 [150.00-1760.00]	1.81	0.66	159.91
323682	938	Predicted	4	3.712	3	1	0.32	1	599.3739	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 599.37@cid35.00 [155.00-610.00]	1.81	0.66	159.91
323682	939	Predicted	4	2.874	4	1	0.40	2	664.3565	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 664.36@cid35.00 [170.00-1340.00]	1.81	0.66	159.91
323682	940	Predicted	4	1.565	5	1	0.47	0	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 715.37@cid35.00 [185.00-2000.00]	1.81	0.66	159.91
323682	941	Predicted	4	4.608	6	1	0.47	0	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 614.29@cid35.00 [155.00-1855.00]	1.81	0.66	159.91
323682	942	Predicted	4	7.852	7	1	0.38	1	1083.5144	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 1083.51@cid35.00 [285.00-1095.00]	1.81	0.66	159.91
323682	943	Predicted	4	3.917	8	1	0.44	0	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 544.78@cid35.00 [135.00-1645.00]	1.81	0.66	159.91
323682	944	Predicted	4	3.080	9	1	0.45	0	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 564.36@cid35.00 [145.00-1705.00]	1.81	0.65	160.03
323682	945	Predicted	4	11.120	10	1	0.37	1	834.4279	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 834.43@cid35.00 [215.00-845.00]	1.81	0.65	160.03
323682	946	Predicted	4	7.094	11	1	0.49	0	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 759.43@cid35.00 [195.00-2000.00]	1.81	0.65	160.03
323682	947	On	3	0.852	1	0	2.57	2	443.2775	0	T=1e6 PvR=2e4 iWf	MCal=3d RF=2300V	60000	47511719.987	-5072958.789		FTMS + p NSI Full ms [400.00-2000.00]	1.81	0.65	160.03
323682	948	Predicted	4	1.405	2	1	0.39	2	660.3440	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 660.34@cid35.00 [170.00-1335.00]	1.81	0.67	159.82
323682	949	Predicted	4	1.115	3	1	0.35	2	453.2575	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 453.26@cid35.00 [110.00-920.00]	1.81	0.65	159.79
