Dataset	ScanNumber	AGC	Micro Scan Count	Ion Injection Time (ms)	Scan Event	Master Index	Elapsed Scan Time (sec)	Charge State	Monoisotopic M/Z	MS2 Isolation Width	FT Analyzer Settings	FT Analyzer Message	FT Resolution	Conversion Parameter B	Conversion Parameter C	Collision Mode	Scan Filter Text	Source Voltage (kV)	Source Current (uA)	Source Temp (°C)
323682	77	Predicted	4	100.000	11	1	0.84	3	1575.6919	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 1575.69@cid35.00 [420.00-2000.00]	1.81	0.46	160.03
323682	78	On	3	13.941	1	0	2.61	1	413.2658	0	T=1e6 PvR=2e4 iWf	MCal=3d RF=2300V	60000	47511719.987	-5072958.789		FTMS + p NSI Full ms [400.00-2000.00]	1.81	0.56	160.09
323682	79	Predicted	4	59.236	2	1	0.52	1	413.2661	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 413.27@cid35.00 [100.00-425.00]	1.81	0.47	160.09
323682	80	Predicted	4	52.240	3	1	0.67	3	915.7835	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 916.12@cid35.00 [240.00-2000.00]	1.81	0.47	160.09
323682	81	Predicted	4	100.000	4	1	0.84	0	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 1664.69@cid35.00 [445.00-2000.00]	1.81	0.47	160.09
323682	82	Predicted	4	67.719	5	1	0.72	4	446.2406	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 446.49@cid35.00 [110.00-1800.00]	1.81	0.51	160.00
323682	83	Predicted	4	100.000	6	1	0.84	3	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 585.64@cid35.00 [150.00-1770.00]	1.81	0.51	160.00
323682	84	Predicted	4	83.872	7	1	0.76	0	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 1942.05@cid35.00 [520.00-2000.00]	1.82	0.57	159.76
323682	85	Predicted	4	100.000	8	1	0.80	0	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 445.12@cid35.00 [110.00-1350.00]	1.82	0.57	159.76
323682	86	Predicted	4	100.000	9	1	0.86	3	885.4286	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 885.43@cid35.00 [230.00-2000.00]	1.81	0.49	159.79
323682	87	Predicted	4	60.193	10	1	0.67	0	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 1943.66@cid35.00 [525.00-2000.00]	1.81	0.49	159.79
323682	88	Predicted	4	100.000	11	1	0.69	1	401.3409	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 401.34@cid35.00 [100.00-415.00]	1.81	0.49	159.79
323682	89	On	3	16.415	1	0	2.61	1	413.2659	0	T=1e6 PvR=2e4 iWf	MCal=3d RF=2300V	60000	47511719.987	-5072958.789		FTMS + p NSI Full ms [400.00-2000.00]	1.81	0.50	159.88
323682	90	Predicted	4	75.688	2	1	0.73	0	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 1792.82@cid35.00 [480.00-2000.00]	1.81	0.55	159.97
323682	91	Predicted	4	100.000	3	1	0.86	0	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 898.20@cid35.00 [235.00-2000.00]	1.81	0.55	159.97
323682	92	Predicted	4	100.000	4	1	0.83	0	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 1780.59@cid35.00 [480.00-2000.00]	1.81	0.50	160.03
323682	93	Predicted	4	100.000	5	1	0.83	0	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 1798.31@cid35.00 [485.00-2000.00]	1.81	0.50	160.03
323682	94	Predicted	4	100.000	6	1	0.83	0	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 1794.53@cid35.00 [480.00-2000.00]	1.81	0.50	160.03
323682	95	Predicted	4	100.000	7	1	0.83	0	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 1966.94@cid35.00 [530.00-2000.00]	1.82	0.56	159.82
323682	96	Predicted	4	79.489	8	1	0.74	0	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 1969.61@cid35.00 [530.00-2000.00]	1.82	0.56	159.82
323682	97	Predicted	4	100.000	9	1	0.86	0	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 965.84@cid35.00 [255.00-2000.00]	1.81	0.56	159.85
323682	98	Predicted	4	100.000	10	1	0.83	0	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 1972.41@cid35.00 [530.00-2000.00]	1.81	0.56	159.85
323682	99	Predicted	4	100.000	11	1	0.84	0	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 1639.64@cid35.00 [440.00-2000.00]	1.81	0.62	160.27
323682	100	On	3	20.386	1	0	2.63	0	0	0	T=1e6 PvR=2e4 iWf	MCal=3d RF=2300V	60000	47511719.987	-5072958.789		FTMS + p NSI Full ms [400.00-2000.00]	1.81	0.62	160.27
323682	101	Predicted	4	100.000	2	1	0.70	1	536.1650	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 536.17@cid35.00 [135.00-550.00]	1.81	0.49	159.76
323682	102	Predicted	4	100.000	3	1	0.69	1	429.0885	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 429.09@cid35.00 [105.00-440.00]	1.81	0.49	159.76
323682	103	Predicted	4	100.000	4	1	0.85	0	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 1297.54@cid35.00 [345.00-2000.00]	1.82	0.55	160.03
323682	104	Predicted	4	100.000	5	1	0.83	0	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 1996.62@cid35.00 [535.00-2000.00]	1.82	0.55	160.03
323682	105	Predicted	4	100.000	6	1	0.83	3	1922.3475	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 1922.35@cid35.00 [515.00-2000.00]	1.81	0.55	159.88
323682	106	Predicted	4	100.000	7	1	0.85	0	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 1372.52@cid35.00 [365.00-2000.00]	1.81	0.55	159.88
323682	107	Predicted	4	100.000	8	1	0.85	0	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 1308.71@cid35.00 [350.00-2000.00]	1.81	0.55	159.88
